"oid","longitude","latitude","providers","species","datasets","date_min","date_max","num_records","num_animals","num_species","y1_value","y2_value","y3_value","csquare","geom_wkt"
5798841,-172,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-16","2004-07-18",3,1,1,,,,"7317:391","POLYGON((-171 39,-172 39,-172 40,-171 40,-171 39))"
5798573,-168,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-28","2004-07-02",2,2,1,,,,"7316:478","POLYGON((-168 37,-169 37,-169 38,-168 38,-168 37))"
5798575,-169,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-04","2004-07-06",4,1,1,,,,"7316:479","POLYGON((-169 37,-170 37,-170 38,-169 38,-169 37))"
5798802,-170,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-08","2004-07-10",5,1,1,,,,"7317:370","POLYGON((-170 37,-171 37,-171 38,-170 38,-170 37))"
5798781,-172,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-30","2004-04-30",1,1,1,,,,"7317:361","POLYGON((-171 36,-172 36,-172 37,-171 37,-171 36))"
5798561,-169,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-26","2004-07-02",6,1,1,,,,"7316:468","POLYGON((-168 36,-169 36,-169 37,-168 37,-168 36))"
5798557,-167,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-16","2004-06-20",9,1,1,,,,"7316:467","POLYGON((-167 36,-168 36,-168 37,-167 37,-167 36))"
5798554,-166,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-12","2004-06-14",5,1,1,,,,"7316:466","POLYGON((-166 36,-167 36,-167 37,-166 37,-166 36))"
5798499,-164,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-29","2003-08-06",24,3,1,,,,"7316:364","POLYGON((-164 36,-165 36,-165 37,-164 37,-164 36))"
5798524,-164,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-01","2003-08-22",64,3,1,,,,"7316:374","POLYGON((-164 37,-165 37,-165 38,-164 38,-164 37))"
5798567,-165,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-02","2003-09-07",16,1,1,,,,"7316:475","POLYGON((-165 37,-166 37,-166 38,-165 38,-165 37))"
5798569,-166,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-08","2003-09-09",3,1,1,,,,"7316:476","POLYGON((-166 37,-167 37,-167 38,-166 38,-166 37))"
5798571,-168,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-26","2003-09-27",3,1,1,,,,"7316:477","POLYGON((-167 37,-168 37,-168 38,-167 38,-167 37))"
5798582,-166,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-10","2003-09-21",10,1,1,,,,"7316:486","POLYGON((-166 38,-167 38,-167 39,-166 39,-166 38))"
5798594,-167,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-13","2003-09-25",32,1,1,,,,"7316:487","POLYGON((-167 38,-168 38,-168 39,-167 39,-167 38))"
5798595,-167,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-16","2003-09-16",1,1,1,,,,"7316:497","POLYGON((-167 39,-168 39,-168 40,-167 40,-167 39))"
5798545,-164,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-03","2003-08-30",40,1,1,,,,"7316:384","POLYGON((-164 38,-165 38,-165 39,-164 39,-164 38))"
5798577,-165,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-31","2003-09-01",4,1,1,,,,"7316:485","POLYGON((-165 38,-166 38,-166 39,-165 39,-165 38))"
5798500,-162,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-17","2003-08-17",1,1,1,,,,"7316:371","POLYGON((-161 37,-162 37,-162 38,-161 38,-161 37))"
5798505,-162,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-17","2003-08-27",7,1,1,,,,"7316:372","POLYGON((-162 37,-163 37,-163 38,-162 38,-162 37))"
5798508,-163,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-11","2003-08-15",7,1,1,,,,"7316:373","POLYGON((-163 37,-164 37,-164 38,-163 38,-163 37))"
5798492,-163,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-24","2003-07-28",19,1,1,,,,"7316:363","POLYGON((-163 36,-164 36,-164 37,-163 37,-163 36))"
5798487,-160,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-11","2003-07-15",7,1,1,,,,"7316:360","POLYGON((-160 36,-161 36,-161 37,-160 37,-160 36))"
5798451,-160,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-12","2005-06-15",8,2,1,,,,"7316:350","POLYGON((-160 35,-161 35,-161 36,-160 36,-160 35))"
5798460,-161,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-14","2005-06-23",30,3,1,,,,"7316:351","POLYGON((-161 35,-162 35,-162 36,-161 36,-161 35))"
5798240,-160,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2005-06-11","2005-06-11",3,1,1,,,,"7316:140","POLYGON((-160 34,-161 34,-161 35,-160 35,-160 34))"
5798242,-162,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-24","2005-06-25",4,2,1,,,,"7316:141","POLYGON((-161 34,-162 34,-162 35,-161 35,-161 34))"
5798250,-162,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-20","2005-07-05",19,3,1,,,,"7316:142","POLYGON((-162 34,-163 34,-163 35,-162 35,-162 34))"
5798254,-163,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-31","2005-07-07",13,2,1,,,,"7316:143","POLYGON((-163 34,-164 34,-164 35,-163 35,-163 34))"
5798468,-162,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-18","2005-07-01",34,4,1,,,,"7316:352","POLYGON((-162 35,-163 35,-163 36,-162 36,-162 35))"
5798476,-163,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-24","2004-06-02",41,3,1,,,,"7316:353","POLYGON((-163 35,-164 35,-164 36,-163 36,-163 35))"
5798484,-164,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-30","2004-06-06",22,3,1,,,,"7316:354","POLYGON((-164 35,-165 35,-165 36,-164 36,-164 35))"
5798547,-165,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-08","2004-06-10",10,1,1,,,,"7316:455","POLYGON((-165 35,-166 35,-166 36,-165 36,-165 35))"
5798548,-168,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-20","2004-06-20",3,1,1,,,,"7316:457","POLYGON((-167 35,-168 35,-168 36,-167 36,-167 35))"
5798427,-167,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-06","2004-05-31",5,3,1,,,,"7316:247","POLYGON((-167 34,-168 34,-168 35,-167 35,-167 34))"
5798239,-164,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-01","2004-05-26",10,3,1,,,,"7316:134","POLYGON((-164 33,-165 33,-165 34,-164 34,-164 33))"
5798372,-165,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-02-24","2004-02-28",7,1,1,,,,"7316:235","POLYGON((-165 33,-166 33,-166 34,-165 34,-165 33))"
5798386,-166,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-04-22","2004-05-08",38,4,1,,,,"7316:236","POLYGON((-166 33,-167 33,-167 34,-166 34,-166 33))"
5798395,-167,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-04","2004-05-11",18,5,1,,,,"7316:237","POLYGON((-167 33,-168 33,-168 34,-167 34,-167 33))"
5798336,-166,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-04-16","2004-05-27",53,6,1,,,,"7316:226","POLYGON((-166 32,-167 32,-167 33,-166 33,-166 32))"
5798349,-167,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-04-20","2004-05-04",30,5,1,,,,"7316:227","POLYGON((-167 32,-168 32,-168 33,-167 33,-167 32))"
5798317,-165,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-04-08","2004-04-27",28,4,1,,,,"7316:225","POLYGON((-165 32,-166 32,-166 33,-165 33,-165 32))"
5798206,-165,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-03","2003-05-03",2,1,1,,,,"7316:124","POLYGON((-164 32,-165 32,-165 33,-164 33,-164 32))"
5798204,-162,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-04-11","2004-05-07",18,4,1,,,,"7316:122","POLYGON((-162 32,-163 32,-163 33,-162 33,-162 32))"
5798205,-163,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-09","2004-05-09",2,1,1,,,,"7316:123","POLYGON((-163 32,-164 32,-164 33,-163 33,-163 32))"
5798233,-163,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-04-19","2004-02-14",23,2,1,,,,"7316:133","POLYGON((-163 33,-164 33,-164 34,-163 34,-163 33))"
5798225,-162,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-04-17","2004-02-08",13,2,1,,,,"7316:132","POLYGON((-162 33,-163 33,-163 34,-162 34,-162 33))"
5798218,-161,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-13","2004-05-22",14,2,1,,,,"7316:131","POLYGON((-161 33,-162 33,-162 34,-161 34,-161 33))"
5798212,-160,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-05","2005-05-14",14,3,1,,,,"7316:130","POLYGON((-160 33,-161 33,-161 34,-160 34,-160 33))"
5798187,-160,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-02-06","2005-05-12",34,5,1,,,,"7316:120","POLYGON((-160 32,-161 32,-161 33,-160 33,-160 32))"
5798198,-161,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-02-12","2005-04-18",32,5,1,,,,"7316:121","POLYGON((-161 32,-162 32,-162 33,-161 33,-161 32))"
5797701,-159,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-29","2005-05-08",43,5,1,,,,"7315:229","POLYGON((-159 32,-160 32,-160 33,-159 33,-159 32))"
5797678,-158,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-12-28","2004-05-08",19,4,1,,,,"7315:228","POLYGON((-158 32,-159 32,-159 33,-158 33,-158 32))"
5797649,-156,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-06","2004-06-18",77,5,1,,,,"7315:226","POLYGON((-156 32,-157 32,-157 33,-156 33,-156 32))"
5797669,-157,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-12-22","2004-06-24",62,5,1,,,,"7315:227","POLYGON((-157 32,-158 32,-158 33,-157 33,-157 32))"
5797739,-156,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-09","2004-06-27",17,3,1,,,,"7315:236","POLYGON((-156 33,-157 33,-157 34,-156 34,-156 33))"
5797769,-157,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-14","2004-07-03",67,4,1,,,,"7315:237","POLYGON((-157 33,-158 33,-158 34,-157 34,-157 33))"
5797776,-158,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-12-30","2004-04-30",24,3,1,,,,"7315:238","POLYGON((-158 33,-159 33,-159 34,-158 34,-158 33))"
5797799,-159,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-01","2005-06-05",49,2,1,,,,"7315:239","POLYGON((-159 33,-160 33,-160 34,-159 34,-159 33))"
5797840,-158,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-25","2005-02-11",31,3,1,,,,"7315:248","POLYGON((-158 34,-159 34,-159 35,-158 35,-158 34))"
5797845,-159,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-06","2005-06-09",9,2,1,,,,"7315:249","POLYGON((-159 34,-160 34,-160 35,-159 35,-159 34))"
5797939,-159,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-02","2003-07-10",11,4,1,,,,"7315:459","POLYGON((-159 35,-160 35,-160 36,-159 36,-159 35))"
5797933,-158,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-24","2004-07-16",38,3,1,,,,"7315:458","POLYGON((-158 35,-159 35,-159 36,-158 36,-158 35))"
5797919,-157,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-24","2005-01-30",13,4,1,,,,"7315:457","POLYGON((-157 35,-158 35,-158 36,-157 36,-157 35))"
5797912,-157,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-28","2003-06-28",2,1,1,,,,"7315:456","POLYGON((-156 35,-157 35,-157 36,-156 36,-156 35))"
5797809,-156,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-14","2003-06-27",25,3,1,,,,"7315:246","POLYGON((-156 34,-157 34,-157 35,-156 35,-156 34))"
5797824,-157,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-20","2005-02-01",34,5,1,,,,"7315:247","POLYGON((-157 34,-158 34,-158 35,-157 35,-157 34))"
5797485,-154,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-12-02","2003-12-04",5,1,1,,,,"7315:144","POLYGON((-154 34,-155 34,-155 35,-154 35,-154 34))"
5797800,-156,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-07","2004-04-07",1,1,1,,,,"7315:245","POLYGON((-155 34,-156 34,-156 35,-155 35,-155 34))"
5797853,-153,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-26","2003-11-28",8,1,1,,,,"7315:353","POLYGON((-153 35,-154 35,-154 36,-153 36,-153 35))"
5797437,-152,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-21","2004-03-22",42,6,1,,,,"7315:132","POLYGON((-152 33,-153 33,-153 34,-152 34,-152 33))"
5797453,-153,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-25","2004-03-28",40,6,1,,,,"7315:133","POLYGON((-153 33,-154 33,-154 34,-153 34,-153 33))"
5797479,-154,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-30","2004-04-07",64,8,1,,,,"7315:134","POLYGON((-154 33,-155 33,-155 34,-154 34,-154 33))"
5797730,-155,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-04","2004-04-13",61,6,1,,,,"7315:235","POLYGON((-155 33,-156 33,-156 34,-155 34,-155 33))"
5797400,-154,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-23","2004-05-31",84,5,1,,,,"7315:124","POLYGON((-154 32,-155 32,-155 33,-154 33,-154 32))"
5797621,-155,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-05","2004-06-06",85,8,1,,,,"7315:225","POLYGON((-155 32,-156 32,-156 33,-155 33,-155 32))"
5797358,-153,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-28","2004-03-26",9,3,1,,,,"7315:123","POLYGON((-153 32,-154 32,-154 33,-153 33,-153 32))"
5797352,-152,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-04-08","2004-03-16",24,4,1,,,,"7315:122","POLYGON((-152 32,-153 32,-153 33,-152 33,-152 32))"
5797324,-150,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-03-06","2004-03-08",37,4,1,,,,"7315:120","POLYGON((-150 32,-151 32,-151 33,-150 33,-150 32))"
5797339,-151,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-04-04","2004-03-14",30,5,1,,,,"7315:121","POLYGON((-151 32,-152 32,-152 33,-151 33,-151 32))"
5797419,-151,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-26","2004-01-21",24,4,1,,,,"7315:131","POLYGON((-151 33,-152 33,-152 34,-151 34,-151 33))"
5797408,-150,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-17","2004-03-04",16,3,1,,,,"7315:130","POLYGON((-150 33,-151 33,-151 34,-150 34,-150 33))"
5797070,-149,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-18","2004-02-25",9,2,1,,,,"7314:239","POLYGON((-149 33,-150 33,-150 34,-149 34,-149 33))"
5797066,-148,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-03","2004-02-21",7,3,1,,,,"7314:238","POLYGON((-148 33,-149 33,-149 34,-148 34,-148 33))"
5797022,-148,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-07","2003-12-30",14,2,1,,,,"7314:228","POLYGON((-148 32,-149 32,-149 33,-148 33,-148 32))"
5797028,-149,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-11","2004-01-05",11,2,1,,,,"7314:229","POLYGON((-149 32,-150 32,-150 33,-149 33,-149 32))"
5797017,-147,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-12-23","2003-12-24",11,2,1,,,,"7314:227","POLYGON((-147 32,-148 32,-148 33,-147 33,-147 32))"
5797012,-146,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-30","2004-01-30",1,1,1,,,,"7314:226","POLYGON((-146 32,-147 32,-147 33,-146 33,-146 32))"
5796932,-144,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-03-27","2003-12-06",11,2,1,,,,"7314:124","POLYGON((-144 32,-145 32,-145 33,-144 33,-144 32))"
5797011,-145,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-03-31","2004-02-01",14,2,1,,,,"7314:225","POLYGON((-145 32,-146 32,-146 33,-145 33,-145 32))"
5796966,-144,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-02-28","2004-01-16",9,3,1,,,,"7314:134","POLYGON((-144 33,-145 33,-145 34,-144 34,-144 33))"
5797035,-145,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-12-09","2004-02-07",12,3,1,,,,"7314:235","POLYGON((-145 33,-146 33,-146 34,-145 34,-145 33))"
5797055,-146,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-12-15","2003-12-20",46,4,1,,,,"7314:236","POLYGON((-146 33,-147 33,-147 34,-146 34,-146 33))"
5797062,-147,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-12-21","2003-12-20",12,4,1,,,,"7314:237","POLYGON((-147 33,-148 33,-148 34,-147 34,-147 33))"
5797095,-147,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-04-29","2004-02-17",22,3,1,,,,"7314:247","POLYGON((-147 34,-148 34,-148 35,-147 35,-147 34))"
5797086,-146,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-04-17","2004-02-13",22,4,1,,,,"7314:246","POLYGON((-146 34,-147 34,-147 35,-146 35,-146 34))"
5796987,-144,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-11-27","2003-04-09",3,2,1,,,,"7314:144","POLYGON((-144 34,-145 34,-145 35,-144 35,-144 34))"
5797076,-145,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-11-27","2003-04-15",14,2,1,,,,"7314:245","POLYGON((-145 34,-146 34,-146 35,-145 35,-145 34))"
5797107,-144,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-11-17","2003-11-26",10,2,1,,,,"7314:354","POLYGON((-144 35,-145 35,-145 36,-144 36,-144 35))"
5797149,-145,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-11-17","2003-12-06",13,2,1,,,,"7314:455","POLYGON((-145 35,-146 35,-146 36,-145 36,-145 35))"
5797097,-148,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-16","2004-02-19",3,2,1,,,,"7314:248","POLYGON((-148 34,-149 34,-149 35,-148 35,-148 34))"
5797483,-151,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-17","2003-11-20",8,1,1,,,,"7315:141","POLYGON((-151 34,-152 34,-152 35,-151 35,-151 34))"
5797850,-150,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-09","2003-11-14",7,1,1,,,,"7315:350","POLYGON((-150 35,-151 35,-151 36,-150 36,-150 35))"
5797851,-151,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-16","2003-11-16",3,1,1,,,,"7315:351","POLYGON((-151 35,-152 35,-152 36,-151 36,-151 35))"
5797859,-150,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-02","2003-11-20",10,2,1,,,,"7315:360","POLYGON((-150 36,-151 36,-151 37,-150 37,-150 36))"
5797865,-151,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-25","2003-11-22",8,2,1,,,,"7315:361","POLYGON((-151 36,-152 36,-152 37,-151 37,-151 36))"
5797886,-151,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-12-07","2004-12-09",3,1,1,,,,"7315:371","POLYGON((-151 37,-152 37,-152 38,-151 38,-151 37))"
5797884,-150,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-18","2004-12-05",6,2,1,,,,"7315:370","POLYGON((-150 37,-151 37,-151 38,-150 38,-150 37))"
5797169,-149,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-11-27","2004-12-01",8,1,1,,,,"7314:479","POLYGON((-149 37,-150 37,-150 38,-149 38,-149 37))"
5797166,-148,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-11-17","2004-11-27",17,1,1,,,,"7314:478","POLYGON((-148 37,-149 37,-149 38,-148 38,-148 37))"
5797154,-146,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-11-03","2004-11-03",1,1,1,,,,"7314:466","POLYGON((-146 36,-147 36,-147 37,-146 37,-146 36))"
5797115,-144,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-11-11","2004-10-26",5,2,1,,,,"7314:364","POLYGON((-144 36,-145 36,-145 37,-144 37,-144 36))"
5797153,-145,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-10-26","2004-11-03",6,1,1,,,,"7314:465","POLYGON((-145 36,-146 36,-146 37,-145 37,-145 36))"
5797125,-144,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-11-07","2004-10-24",12,2,1,,,,"7314:374","POLYGON((-144 37,-145 37,-145 38,-144 38,-144 37))"
5797156,-146,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-11-05","2004-11-09",4,1,1,,,,"7314:476","POLYGON((-146 37,-147 37,-147 38,-146 38,-146 37))"
5797160,-147,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-11-09","2004-11-15",10,1,1,,,,"7314:477","POLYGON((-147 37,-148 37,-148 38,-147 38,-147 37))"
5797135,-144,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-11-03","2004-10-20",5,2,1,,,,"7314:384","POLYGON((-144 38,-145 38,-145 39,-144 39,-144 38))"
5797143,-144,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-11-01","2002-11-03",3,1,1,,,,"7314:394","POLYGON((-144 39,-145 39,-145 40,-144 40,-144 39))"
5797902,-154,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-03","2003-10-05",2,1,1,,,,"7315:393","POLYGON((-153 39,-154 39,-154 40,-153 40,-153 39))"
5797911,-154,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-13","2003-09-21",26,1,1,,,,"7315:394","POLYGON((-154 39,-155 39,-155 40,-154 40,-154 39))"
5797900,-155,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-13","2003-09-13",3,1,1,,,,"7315:384","POLYGON((-154 38,-155 38,-155 39,-154 39,-154 38))"
5798033,-155,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-31","2003-09-12",25,1,1,,,,"7315:485","POLYGON((-155 38,-156 38,-156 39,-155 39,-155 38))"
5797899,-153,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-07","2003-10-13",11,1,1,,,,"7315:383","POLYGON((-153 38,-154 38,-154 39,-153 39,-153 38))"
5797892,-152,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-17","2004-12-17",9,2,1,,,,"7315:372","POLYGON((-152 37,-153 37,-153 38,-152 38,-152 37))"
5797893,-153,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-15","2003-10-15",3,1,1,,,,"7315:373","POLYGON((-153 37,-154 37,-154 38,-153 38,-153 37))"
5797873,-152,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-20","2004-12-25",21,3,1,,,,"7315:362","POLYGON((-152 36,-153 36,-153 37,-152 37,-152 36))"
5797878,-153,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-26","2005-01-02",13,2,1,,,,"7315:363","POLYGON((-153 36,-154 36,-154 37,-153 37,-153 36))"
5797881,-154,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2005-01-04","2005-01-08",6,1,1,,,,"7315:364","POLYGON((-154 36,-155 36,-155 37,-154 37,-154 36))"
5797940,-155,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2005-01-10","2005-01-10",5,1,1,,,,"7315:465","POLYGON((-155 36,-156 36,-156 37,-155 37,-155 36))"
5798002,-156,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2005-01-12","2005-01-12",1,1,1,,,,"7315:475","POLYGON((-155 37,-156 37,-156 38,-155 38,-155 37))"
